Unnamed: 0,brnpdb_id,common_name,smiles
292,2068,Humirianthenolide C,O=C4[C@@]3(C)[C@@](O)6CC[C@]2(CO6)[C@]1([H])CCC5=C(OCC5=O)[C@@]([H])1C[C@](O4)([H])[C@]23[H]
894,8858,"2-Naphthalenemethanol, 1,2,3,4,6,7,8,8a-octahydro-α,α,8,8a-tetramethyl-, (2R,8S,8aR)-",OC(C)(C)C1CCC2=CCCC(C)C2(C)C1
1006,9799,"7H-Dibenzo[de,g]quinolin-7-one, 3-hydroxy-1,2,9-trimethoxy-",O=C1C2=NC=CC3=C(O)C(OC)=C(OC)C(C=4C=CC(OC)=CC14)=C23
37,275,"Ethyl 2,4-dihydroxy-5,6-dimethylbenzoate",CC1=C(O)C=C(O)C(C(OCC)=O)=C1C
801,7805,"Tricyclo[4.4.0.02,7]dec-3-ene, 1,3-dimethyl-8-(1-methylethyl)-, (1R,2S,6S,7S,8S)-",C1=C(C)C2C3C(CCC2(C)C3C1)C(C)C
358,2396,"3,5,4-Trimethoxy-4-prenylstilbene",C\C(C)=C/Cc1c(OC)cc(/C=C/c2ccc(OC)cc2)cc1OC
956,3592,,C[C@]12[C@H]([C@](C(=O)OC)(C)CCC2)CCC(=C)[C@@H]1CC/C(=C/C(=O)OC)/C
459,3080,epi-cubebol,C[C@H]1[C@]23[C@@H]([C@H]2[C@](C)(O)CC3)[C@H](C(C)C)CC1
1037,10062,"6H-Dibenzo[a,g]quinolizin-8-ol, 5,8-dihydro-2,3,9,10-tetramethoxy-",OC1C=2C(OC)=C(OC)C=CC2C=C3C4=CC(OC)=C(OC)C=C4CCN31
270,2022,Naringenin,O=C2C1=C(O)C=C(O)C=C1O[C@H]([C@]3=CC=C(O)C=C3)C2
311,2103,N,O(C)[C@@]12[C@H]([C@@H]([C@](C1O)(CC=C)C=C(C2=O)OC)C)c1cc2c(c(c1)OC)OCO2
75,949,ω-fenil alcanoic acid,OC(CCC1=CC=CC=C1)=O
253,1944,γ-Cadinene,C[C@@H]([C@@H]1[C@]2([H])[C@@](CCC(C)=C2)([H])C(CC1)=C)C
1044,10144,"1H-Cycloprop[e]azulene, decahydro-1,1,4,7-tetramethyl-, (1aR,4S,4aR,7S,7aR,7bS)-",CC1CCC2C(C3C(C)CCC13)C2(C)C
439,2825, lycopsamine,C(OC(=O)[C@](C(C)C)([C@H](C)O)O)C1=CCN2[C@H]1[C@H](O)CC2
688,6745,"24,25,26,30-Tetranoroleana-1(10),3,5,7-tetraene-2,21-dione, 3,22-dihydroxy-9,13-dimethyl-, (9β,13α,14β,20β,22β)-",O=C1C=C2C(=CC=C3C2(C)CCC4(C)C5CC(C(=O)C(O)C5(C)CCC34C)C)C(=C1O)C
764,7447,"4H-Dibenzo[de,g]quinolin-4-ol, 5,7-dihydro-1,2,3-trimethoxy-7,7-dimethyl-, (4S)-",OC1C=2C(OC)=C(OC)C(OC)=C3C=4C=CC=CC4C(C(=NC1)C32)(C)C
101,1104,Guyanin,C[C@@](C2=CC(O[C@H]3[C@]4=COC=C4)=O)3CC[C@]([C@@]([C@@H](CC(OC)=O)[C@](C(OC)=O)(C)C)1C)2[C@@](C)=CC1=O
82,1020,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",CC(OC1=C(C=C2)C(OC)=C(C(OC)=C1)CCC(O)=O)2C
1052,10227,"Azulene, 1,2,3,3a,4,5,6,7-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, (1R,3aR,4R,7R)-",C=C(C)C1C=C2C(C)CCC2C(C)CC1
790,7699,"Cyclohexane, 1-ethenyl-1-methyl-2-(1-methylethenyl)-4-(1-methylethylidene)-, (1R,2R)-",C=CC1(C)CCC(=C(C)C)CC1C(=C)C
729,7123,"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1R,4S,4aR,8aS)-",OC12CCC(=CC2C(CCC1C)C(C)C)C
284,2046,"(6aR,11aR)-2,8-Dihydroxy-3,9-dimehtoxypterocarpan",Oc1cc2[C@H]3[C@H](c4c(O3)cc(c(c4)O)OC)COc2cc1OC
770,7515,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(β-D-galactopyranosyloxy)-5,7-dihydroxy-",O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4
891,8833,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2R,4R)-rel-",O=C(OC1CC2CCC1(C)C2(C)C)C
584,5797,"9,12-Octadecadienoic acid, (9E,12E)-",O=C(O)CCCCCCCC=CCC=CCCCCC
687,6733,"2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-",O=C1CCC(OC1(C)C)(C=C)C
47,333,Loganetin,O=C(OC)C1=CO[C@@H](O)[C@@]2([H])[C@@]([H])1C[C@H](O)[C@@H]2C
389,2480,"(2S,3S)-6-O-Allyl-5-methoxy-2-(3-methoxy-4,5-methylenedioxyphenyl)-3-methyl-2,3-dihydrobenzofuran",C[C@@H]1[C@H](Oc2c1cc(c(c2)OCC=C)OC)c1cc2c(c(c1)OC)OCO2
490,3594,"methyl clerod-3-en-15,18-dioate",C[C@]12[C@H]([C@@](CC[C@@H](CC(=O)OC)C)(C)[C@@H](C)CC2)CCC=C1C(=O)OC
911,9072,"1H-Indole, 5-[(2R,3R)-tetrahydro-3-(3-methyl-2-buten-1-yl)-4-methylene-2-furanyl]-",O1CC(=C)C(CC=C(C)C)C1C=2C=CC=3NC=CC3C2
761,7404,"12-Oxabicyclo[9.1.0]dodeca-3,7-diene, 1,5,5,8-tetramethyl-, (1R,3E,7E,11R)-",O1C2CCC(=CCC(C=CCC12C)(C)C)C
342,2228,"11-hydroxy-1,2-methylenedioxyoxoaporphine",Oc1c2c3c4c(C(=O)c2ccc1)nccc4cc1c3OCO1
561,5596,"Naphthalene, 1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1-methylethyl)-",C1=C2C(C=C(C)C1)C(CCC2C)C(C)C
1011,9851,"[4,8′-Bi-2H-1-benzopyran]-3,3′,5,5′,7,7′-hexol, 2,2′-bis(3,4-dihydroxyphenyl)-3,3′,4,4′-tetrahydro-, (2R,2′R,3R,3′S,4R)-",OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2C=4C(O)=CC(O)=C5C4OC(C6=CC=C(O)C(O)=C6)C(O)C5)C1
334,2215,"(3R)-8-Hydroxy-6-methoxy-3,5-dimethyl-3,4 -dihydroisocoumarin",Oc1c2c(c(c(c1)OC)C)C[C@H](OC2=O)C
1027,9977,"7,12a-Methano-2H,4H-pyrano[4,3-b][1]benzoxocin-8-acetic acid, 4-(3-furanyl)dodecahydro-4a,7a,9,9-tetramethyl-13-methylene-2,10-dioxo-, methyl ester, (4S,4aS,7R,7aR,8R,11aS,12aS)-",O=C(OC)CC1C(C(=O)CC2OC34C(=C)C(CCC4(C)C(OC(=O)C3)C5=COC=C5)C21C)(C)C
361,2399,"5,7-Dihydroxy-6-prenylflavanone",Oc1c2c(O[C@@H](CC2=O)c2ccccc2)cc(c1CC=C(C)C)O
256,1963,lichexanthone,O=C1C3=C(C=C(OC)C=C3C)OC2=C1C(O)=CC(OC)=C2
279,2035,"5,2-Dihydroxy-7-methoxy-6,8-dimethyl-4,5-methylenedioxyflavan",Cc1c2c(c(c(c1OC)C)O)CCC(O2)c1cc2c(cc1O)OCO2
614,6190,"1,3-Benzodioxole-5-methanol, α-ethyl-, (αS)-",OC(C1=CC=C2OCOC2=C1)CC
99,1089,"E-3,4- dimethoxy-a(3-hydroxy-4-carbomethoxyphenyl)",O=C(O)/C(C2=CC(O)=C(C(OC)=O)C=C2)=C/C1=CC(OC)=C(OC)C=C1
779,7570,"Azulene, decahydro-1-methyl-4-methylene-7-(1-methylethenyl)-",C=C(C)C1CCC(=C)C2CCC(C)C2C1
415,2655,germacrene D,C(C)(C)[C@@H]1CC/C(=C/CCC(=C)/C=C/1)/C
403,2520,"(7R,8R,1S,3S)-(Δ8)-4-Hydroxy-3,5-dimethoxy-1,2,3,4-tetrahydro-4-oxo-7.3,8.1-neolignan",C(C=C)C12C(C)C(C(C1=O)C(=O)C(C2)OC)c1cc(OC)c(cc1)O
333,2214,"(3R)-8-Hydroxy-5-methoxy-3-methyl-3,4-dihydroisocoumarin",O(C)c1c2c(C(=O)O[C@@H](C2)C)c(cc1)O
320,2150,N,COC1=C(OCO2)C2=C[C@@]([C@@H]3[C@@H](C)[C@](CC=C)([C@](O)4[H])CC([C@H](O)[C@]43OC)=O)=C1
823,8047,"Cyclohexanemethanol, α,α,4-trimethyl-, trans-",OC(C)(C)C1CCC(C)CC1
802,7806,"Naphthalene, 1,2,3,4,4a,5-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1R,4S,4aR)-",C=1C(=CCC2C1C(CCC2C)C(C)C)C
338,2224,"(+-)-7,4-dihydroxy-3-methoxyflavan",O(C)c1cc(C2Oc3c(CC2)ccc(c3)O)ccc1O
815,7986,"4H-Dibenzo[de,g]quinolin-2-ol, 5,6,6a,7-tetrahydro-1-methoxy-, (6aR)-",OC=1C=C2C3=C(C1OC)C4=CC=CC=C4CC3NCC2
478,3345,"2,3,5-Trimethoxytoluene",O(C)c1c(OC)c(C)cc(OC)c1
267,2014,tri-O-methylmoschatoline,O=C2C1=CC=CC=C1C3=C(OC)C(OC)=C(OC)C4=CC=NC2=C34
843,8358,"4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-phenyl-, (2S)-",O=C1C=2C(O)=CC(O)=CC2OC(C=3C=CC=CC3)C1
331,2212,"(3R)-5-Formyl-8-hydroxy-3-methyl-3,4-dihydroisocoumarin",C(=O)c1c2c(C(=O)O[C@@H](C2)C)c(cc1)O
124,1246,2-(11-hydroxy-11-methyldodecanyl)-3-methoxy-4-quinolone,O=C2C(OC)=C(CCCCCCCCCCC(C)(O)C)N([H])C1=CC=CC=C12
566,5660,"Bicyclo[2.2.1]heptane, 2-methyl-3-methylene-2-(4-methyl-3-penten-1-yl)-",C=C1C2CCC(C2)C1(C)CCC=C(C)C
824,8052,"7-Octen-2-ol, 2-methyl-6-methylene-",OC(C)(C)CCCC(=C)C=C
859,8540,"Spiro[3H-indole-3,6′(4′aH)-[1H]pyrano[3,4-f]indolizine]-4′-carboxylic acid, 1,2,5′,5′a,7′,8′,10′,10′a-octahydro-1′-methyl-2-oxo-, methyl ester, (1′S,3S,4′aS,5′aS,10′aS)-",O=C(OC)C1=COC(C)C2CN3CCC4(C(=O)NC=5C=CC=CC54)C3CC12
283,2042,Macrophyllin B,O(C)[C@]12[C@H](C)[C@H]([C@@H](C1=O)[C@H](C(=C2)CC=C)O)c1cc(OC)c(c(c1)OC)OC
1042,10134,"6H-Dibenzo[a,g]quinolizine-3,13-diol, 5,8,13,13a-tetrahydro-2,9,10-trimethoxy-, (13R,13aR)-",OC=1C=C2C(=CC1OC)C3N(CC4=C(OC)C(OC)=CC=C4C3O)CC2
196,1745,"1,8-Cineole",CC12OC(C)(C)C(CC1)CC2
326,2181,Lancifolin D,[C@H](Cc1cc(OC)c(cc1)OC)(C)[C@]1(OC)C(=CC(=O)C(=C1)CC=C)OC
294,2070,Humirianthenolide E,O=C4[C@@]3(C)[C@](O)5CC[C@]2(CO5)C([C@H]1C[C@@H](O4)C23)CCCC1=O
59,564,"Luteolin; 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",OC1=CC(O)=C(C(C=C(C3=CC(O)=C(O)C=C3)O2)=O)C2=C1
369,2421,(+)-Isocoridine,O(C)c1c2c3[C@H](Cc4c2c(O)c(cc4)OC)N(C)CCc3cc1OC
203,1753,Eugenol,O(C)c1cc(CC=C)ccc1O
306,2098,Ferrearin-A,C(C=C)[C@@]12[C@](O)(O[C@H]([C@H]1C)c1cc3c(c(c1)OC)OCO3)C(=O)C=CC2
96,1086,Raputimonoindole A,C\C(C)=C/C[C@H](C(CO3)=C)[C@@H]3[C@]2=CC=C1NC=CC1=C2
648,6479,"4H-Dibenzo[de,g]quinolin-7-ol, 5,6,6a,7-tetrahydro-1,2,3-trimethoxy-7-methyl-, (6aS,7R)-",OC1(C=2C=CC=CC2C3=C(OC)C(OC)=C(OC)C4=C3C1NCC4)C
246,1928,Longifolene,CC1(C)[C@@H]2[C@@H]3[C@@](C(=C)[C@H]2CC3)(CCC1)C
630,6313,"1,6,10-Dodecatriene, 7,11-dimethyl-3-methylene-, (6Z)-",C=CC(=C)CCC=C(C)CCC=C(C)C
744,7211,"7H-Dibenzo[de,g]quinolin-7-one, 3-hydroxy-1,2-dimethoxy-",O=C1C2=NC=CC3=C(O)C(OC)=C(OC)C(C=4C=CC=CC14)=C23
