Unnamed: 0,brnpdb_id,common_name,smiles
1029,9980,"11aH-Pyrano[4′′,3′′:2′,3′]cyclopenta[1′,2′:2,3]cyclopropa[1,2-b]benzofuran-7-acetic acid, 4-(3-furanyl)-1,2,4,4a,5,6,6b,7,8,9-decahydro-1-hydroxy-4a,6b,8,8,11a-pentamethyl-2,9-dioxo-, methyl ester, (1R,4R,4aR,6aS,6bS,7R,11aS,11bS)-",O=C(OC)CC1C(C(=O)C=C2OC3(C)C4(CCC5(C)C(OC(=O)C(O)C354)C6=COC=C6)C21C)(C)C
891,8833,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2R,4R)-rel-",O=C(OC1CC2CCC1(C)C2(C)C)C
465,3198,trans-dihydro-α-terpineol,C(C)(C)(O)[C@H]1CC[C@H](C)CC1
382,2442,Psoralen,O=C3Oc2cc1occc1cc2C=C3
90,1058,5-chloro-8-methoxy-psoralen,O=C(C=C2)OC1=C2C(Cl)=C(C=CO3)C3=C1OC
230,1838,mirandin A,O(C)[C@]12C(=CC(=O)C(=C2)CC=C)O[C@@H]([C@H]1C)c1cc(OC)c(c(c1)OC)OC
997,9699,"[4,8′-Bi-2H-1-benzopyran]-3,3′,5,5′,7,7′-hexol, 2,2′-bis(3,4-dihydroxyphenyl)-3,3′,4,4′-tetrahydro-, (2R,2′R,3S,3′R,4S)-",OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2C=4C(O)=CC(O)=C5C4OC(C6=CC=C(O)C(O)=C6)C(O)C5)C1
254,1958,"(2S,3S)-6-O-Allyl-5,7-dimethoxy-2-(3,4,5-trimethoxyphenyl)-3-methyl-2,3-dihydrobenzofuran",O(C)c1c2c([C@@H]([C@H](O2)c2cc(OC)c(c(c2)OC)OC)C)cc(c1OCC=C)OC
986,9628,"Naphthalene, 1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S,4R,4aR)-",C1=C2C(C=C(C)C1)C(CCC2C)C(C)C
386,2453,"7-Allyl-6-hydroxy-5-methoxy-2-(3-methoxy-4,5-methylenedioxyphenyl)-3-methylbenzofuran",C(C=C)c1c2c(c(c(o2)c2cc3c(c(c2)OC)OCO3)C)cc(c1O)OC
69,739,"(E)-3,4-methylenedioxycinnamaldehyde",O=C/C=C/C1=CC(OCO2)=C2C=C1
333,2214,"(3R)-8-Hydroxy-5-methoxy-3-methyl-3,4-dihydroisocoumarin",O(C)c1c2c(C(=O)O[C@@H](C2)C)c(cc1)O
487,3582,(—)-methyl kaur-16-en-19-oate,C[C@]12[C@H]3[C@]4(C[C@@H](CC3)C(=C)C4)CC[C@@H]1[C@@](C(=O)OC)(C)CCC2
357,2395,Lonchocarpin,Oc1c(C(/C=C/c3ccccc3)=O)ccc2c1C=CC(C)(C)O2
687,6733,"2H-Pyran-3(4H)-one, 6-ethenyldihydro-2,2,6-trimethyl-",O=C1CCC(OC1(C)C)(C=C)C
67,733,Safrole,C=CCC1=CC(OCO2)=C2C=C1
814,7985,"2H-Benzofuro[2,3-f][2]benzopyran-7-acetic acid, 4-(3-furanyl)-4,4a,5,6,6a,6b,7,8,9,11a-decahydro-6a-hydroxy-4a,6b,8,8,11a-pentamethyl-2,9-dioxo-, methyl ester, (4R,4aR,6aS,6bS,7R,11aR)-rel-(+)-",O=C1OC(C2=COC=C2)C3(C(=C1)C4(OC5=CC(=O)C(C)(C)C(CC(=O)OC)C5(C)C4(O)CC3)C)C
554,5507,"4H-Dibenzo[de,g]quinolin-2-ol, 5,6,6a,7-tetrahydro-1-methoxy-",OC=1C=C2C3=C(C1OC)C4=CC=CC=C4CC3NCC2
729,7123,"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1R,4S,4aR,8aS)-",OC12CCC(=CC2C(CCC1C)C(C)C)C
876,8699,"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, (1aS,4S,4aR,7S,7aR,7bR)-",OC1(C)CCC2C(C3C(C)CCC31)C2(C)C
600,6017,"1-Naphthalenemethanol, 1,4,4a,5,6,7,8,8a-octahydro-2,5,5,8a-tetramethyl-, (1S,4aS,8aS)-",OCC1C(=CCC2C(C)(C)CCCC12C)C
249,1932,Ledol,CC1(C)[C@H]2[C@@H]1CC[C@]([C@H]1[C@@H]2[C@@H](C)CC1)(C)O
880,8732,"Bicyclo[7.2.0]undec-3-en-5-ol, 4,8,11,11-tetramethyl-, (3Z)-",OC1C(=CCC2C(CC2(C)C)C(C)CC1)C
529,5266,"5,8,11,14,17-Eicosapentaenoic acid, (5Z,8Z,11Z,14Z,17Z)-",O=C(O)CCCC=CCC=CCC=CCC=CCC=CCC
309,2101,"(Δ8)-3,5-Dimethoxy-3,4-methylenedioxy-1,4,5,6-tetrahydro-4-oxo-7.O.2,8,1-neolignan",C(C=C)[C@@]12C(=C(OC)C(=O)[C@H](C2)OC)O[C@@H]([C@@H]1C)c1cc2c(cc1)OCO2
795,7751,"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-",OC1(C)CCC(C(=C)C)CC1
486,3579,γ -Amorphene,C(C)(C)[C@H]1[C@@H]2[C@H](C(=C)CC1)CCC(=C2)C
79,1007,(-)-(3R)-5-hydroxymellein,O=C2C1=C(C=CC(O)=C1C[C@H](O2)C)O
362,2400,4-Hydroxylonchocarpin,Oc1c2c(ccc1C(=O)/C=C/c1ccc(cc1)O)OC(C=C2)(C)C
925,9165,"5H-Benzo[g]-1,3-benzodioxolo[6,5,4-de]quinoline, 6,7,7a,8-tetrahydro-10-methoxy-, (7aR)-",O(C=1C=CC2=C(C1)CC3NCCC=4C=C5OCOC5=C2C43)C
447,3023,Valencene,C[C@]12C(=CCC[C@H]2C)CC[C@@H](C(=C)C)C1
372,2424,"1-(p-Methoxybenzyl)-6,7-methylenedioxyisoquinoline",C(c1c2c(cc3c(c2)OCO3)ccn1)c1ccc(cc1)OC
586,5808,"2,6-Heptadien-1-ol, 2-methyl-6-[(1S)-4-methyl-3-cyclohexen-1-yl]-, (2Z)-",OCC(=CCCC(=C)C1CC=C(C)CC1)C
307,2099,Ferrearin-B,C(C=C)[C@@]12[C@](O)(O[C@H]([C@H]1C)c1cc3c(cc1)OCO3)C(=O)C=CC2
138,1349,"3β,16β,11α-trihydroxyurs-12-ene",C[C@@]1(C)[C@](O)([H])CC[C@@]2(C)C1CC[C@]3(C)C2[C@H](O)C=C4[C@](C)3C[C@H](O)[C@]5(C)C4[C@@H](C)[C@H](C)CC5
553,5501,"Naphthalene, 1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1-methylethyl)-, (1R,4S,4aR)-rel-",C1=C2C(C=C(C)C1)C(CCC2C)C(C)C
579,5783,"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, 3a,3b,4,5,6,7-hexahydro-3,7-dimethyl-4-(1-methylethyl)-, (3aS,3bR,4S,7R,7aR)-",C1=C(C)C2C3C(CCC(C)C23C1)C(C)C
414,2654,α-copaene,C[C@]12[C@H]3[C@H]([C@@H]1CC=C3C)[C@H](C(C)C)CC2
122,1213,"24-methylene-3β,4β,22-trihydroxycholesterol",O[C@H]([C@@H]4O)CC[C@@]1(C)C4=CCC2C1CC[C@@]3(C)C2CCC3C(C(O)CC(C(C)C)=C)C
471,3338,Amorphene; Zizanene,C(C)(C)[C@@H]1[C@H]2[C@@H](C(=CC1)C)CCC(=C2)C
960,5536,,O=C1C=2C=CC=C(OC)C2C=3C=4OCOC4C(OC)=C5C3C1NCC5
578,5777,"3-Cyclohexene-1-methanol, α,4-dimethyl-α-(4-methyl-3-penten-1-yl)-, (αS,1S)-",OC(C)(CCC=C(C)C)C1CC=C(C)CC1
283,2042,Macrophyllin B,O(C)[C@]12[C@H](C)[C@H]([C@@H](C1=O)[C@H](C(=C2)CC=C)O)c1cc(OC)c(c(c1)OC)OC
145,1414,Rotenone,O=C3C1=CC=C5C(C[C@H]([C@](C)=C)O5)=C1O[C@]4([H])COC2=C([C@]34[H])C=C(OC)C(OC)=C2
472,3339,"3,5-Dimethoxytoluene",O(C)c1cc(OC)cc(C)c1
127,1273,7-demethylsuberosin,O=C1C=CC(C=C(C(O)=C2)C/C=C(C)\C)=C2O1
255,1959,"(7R)-1-allyl-4,8-dihydroxy-7-(7-methoxybenzo[d][1,3]dioxol-5-yl)-6-methylbicyclo[3.2.1]octan-3-one",O=C1CC(C2O)(CC=C)[C@@H](C3=CC4=C(OCO4)C(OC)=C3)C(C)C2C1O
782,7602,"1H-Cycloprop[e]azulene, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7R,7aS,7bS)-rel-",C=C1CCC2C(C3C1CCC3C)C2(C)C
305,2097,"Benzyl 2,6-dimethoxybenzoate",C(=O)(OCc1ccccc1)c1c(OC)cccc1OC
846,8391,"1,3-Benzodioxole-5-methanol, α-ethyl-, (αR)-",OC(C1=CC=C2OCOC2=C1)CC
186,1670,(-)-lirioresinol C,COc1c(O)c(OC)cc(C2C3C(C(c4cc(OC)c(O)c(OC)c4)OC3)CO2)c1
509,4318,tetrahydroharman,CC1c2c(c3c([nH]2)cccc3)CCN1
867,8627,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S,4S)-",C=1C=C2C(=CC1C)C(CCC2C)C(C)C
458,3079,Eremophilene,C[C@@]12C(=CCC[C@@H]2C)CC[C@@H](C(=C)C)C1
336,2222,"1-(4-hydroxy-2-methoxyphenyl)-3-(4""-hydroxy-3""-methoxyphenyl)-propan",C(CCc1cc(OC)c(cc1)O)c1c(OC)cc(cc1)O
212,1779,tetrahydro-11-methoxyiangonin,C(C[C@H]1CC(=CC(=O)O1)OC)c1cc(OC)c(cc1)OC
1042,10134,"6H-Dibenzo[a,g]quinolizine-3,13-diol, 5,8,13,13a-tetrahydro-2,9,10-trimethoxy-, (13R,13aR)-",OC=1C=C2C(=CC1OC)C3N(CC4=C(OC)C(OC)=CC=C4C3O)CC2
257,1966,Gnetin-C,Oc1c2[C@H]([C@@H](Oc2cc(c1)/C=C/c1ccc(cc1)O)c1ccc(cc1)O)c1cc(O)cc(c1)O
396,2510,"(-)-maackiain; (6aR,11aR)-3-hydroxy-8,9-methylenedioxypterocarpan",Oc1ccc([C@H]4[C@H](c3cc(OCO5)c5cc3O4)CO2)c2c1
995,9688,"Bicyclo[7.2.0]undecan-5-ol, 10,10-dimethyl-2,6-bis(methylene)-, (1S,9R)-",OC1C(=C)CCC2C(C(=C)CC1)CC2(C)C
809,7893,"1H-3a,7-Methanoazulene, 2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-, (3R,3aS,7S,8aS)-",C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C
788,7694,"Lanost-7-en-3-one, 23,24,25-trihydroxy-, (13α,14β,17α,20S,23R,24S)-",O=C1CCC2(C)C3C(=CCC2C1(C)C)C4(C)CCC(C(C)CC(O)C(O)C(O)(C)C)C4(C)CC3
71,926,Forsythigenol,O(C)c1cc(ccc1OC)[C@H]1[C@@H]2[C@H](CO1)[C@H](OC2)c1cc(OC)c(cc1)O
513,4804,annomontine,Nc1nc(c2c3c(c4c([nH]3)cccc4)ccn2)ccn1
8,25,Pellitorine,CCCCC/C=C/C=C/C(NCC(C)C)=O
409,2645,α-humulene,CC1(C)C/C=C(\C)/CC/C=C(\C)/C/C=C/1
1035,10053,"Naphthalene, 1,2,3,4-tetrahydro-1-methyl-4-(1-methylethyl)-, (1S,4S)-",C=1C=CC2=C(C1)C(C)CCC2C(C)C
85,1023,"Methyl 5-methoxy-2,2-dimethyl-2H-1-benzopyran-6-pronanoate",CC(OC1=C(C=C2)C(OC)=C(C=C1)CCC(OC)=O)2C
748,7238,"Azulene, 1,2,3,4,5,6,7,8-octahydro-1,4-dimethyl-7-(1-methylethylidene)-, (1R,4R)-rel-",C(=C1CC2=C(CCC2C)C(C)CC1)(C)C
896,8883,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-6-β-D-glucopyranosyl-5,7-dihydroxy-",O=C1C=C(OC2=CC(O)=C(C(O)=C12)C3OC(CO)C(O)C(O)C3O)C=4C=CC(O)=C(O)C4
399,2516,N,C[C@@H]1C2=C[C@](C(=O)C=C2O[C@H]1Cc1cc2c(cc1)OCO2)(CC=C)OC
981,9581,"4aH-Cycloprop[e]azulen-4a-ol, decahydro-1,1,4,7-tetramethyl-, (1aR,4S,4aS,7R,7aS,7bR)-",OC12CCC(C)C2C3C(CCC1C)C3(C)C
783,7609,"4H-Dibenzo[de,g]quinolin-9-ol, 5,6,6a,7-tetrahydro-1,2,10-trimethoxy-6-methyl-, (6aS)-",OC1=CC2=C(C=C1OC)C3=C(OC)C(OC)=CC4=C3C(N(C)CC4)C2
247,1929,α-Cadinol,C(C)(C)[C@H]1[C@H]2[C@H]([C@](CC1)(C)O)CCC(=C2)C
144,1409,β-Citronelol,C/C(C)=C/CCC(C)CCO
802,7806,"Naphthalene, 1,2,3,4,4a,5-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1R,4S,4aR)-",C=1C(=CCC2C1C(CCC2C)C(C)C)C
82,1020,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",CC(OC1=C(C=C2)C(OC)=C(C(OC)=C1)CCC(O)=O)2C
345,2283,"(2S,3S,3aR,5R)-3a-Allyl-5-methoxy-2-(3,4-methylene-dioxyphenyl)-3-methyl-2,3,3a,4,5,6-hexahydro-6-oxo-benzofuran",C(C=C)[C@]12C(=CC(=O)[C@@H](C2)OC)O[C@@H]([C@H]1C)c1cc2c(cc1)OCO2
89,1057,1(S*)-acetoxy-7(R*)-hydroxy-7-deoxoinchangin,O=C6[C@@H]1[C@]2([C@](C)([C@@H](O6)[C@@]5=COC=C5)CCC3[C@@]([C@@H](C[C@H]([C@@]43[C@@H](OC(C)=O)CC(OC4)=O)[C@](O)(C)C)O)2C)O1
387,2478,"(2S,3S,5R)-5-Allyl-5,7-dimethoxy-2-(3,4,5-trimethoxyphenyl-3-methy-2,3,5,6-tetrahydro-6-oxobenzofuran",C(C=C)[C@@]1(OC)C=C2C(=C(C1=O)OC)O[C@@H]([C@H]2C)c1cc(OC)c(c(c1)OC)OC
23,122,Quercetin,O=C2C1=C(O)C=C(O)C=C1OC(C3=CC=C(O)C(O)=C3)=C2O
955,3591,,C[C@]12C(=CCC(=C(C)C)C1)C=CC[C@H]2C
855,8503,"Bicyclo[3.3.2]dec-3-ene-2,10-dione, 3-(3,4-dihydroxybenzoyl)-4-hydroxy-6,6-dimethyl-1-(3-methyl-2-buten-1-yl)-7-(1-methylethenyl)-, (-)-",O=C(C1=CC=C(O)C(O)=C1)C=2C(=O)C3(CC=C(C)C)CC(=O)C(C2O)C(C)(C)C(C(=C)C)C3
224,1829,Benzyl salicylate,O=C(OCC2=CC=CC=C2)C1=CC=CC=C1O
75,949,ω-fenil alcanoic acid,OC(CCC1=CC=CC=C1)=O
296,2072,Humirianthenolide B,O=C4[C@@]3(C)[C@](O)5CC[C@]2(CO5)C1CCC[C@H](O)C1C[C@@H](O4)C23
597,5984,"1H-Benzocycloheptene, 2,4a,5,6,7,8,9,9a-octahydro-3,5,5-trimethyl-9-methylene-, (4aS,9aR)-",C=C1CCCC(C)(C)C2C=C(C)CCC12
