Unnamed: 0,brnpdb_id,common_name,smiles
125,1247,7-hydroxy-2-(3-hydroxy-3-methylbutyl)-4-quinolone,O=C2C=C(N(C1=CC(O)=CC=C12)[H])CCC(O)(C)C
591,5884,"2-Propenoic acid, 3-(6-methoxy-9H-pyrido[3,4-b]indol-1-yl)-, (2Z)-",O=C(O)C=CC1=NC=CC=2C=3C=C(OC)C=CC3NC12
360,2398,Isocordoin,O=C(c2ccc(O)c(C/C=C(C)/C)c2O)/C=C/c1ccccc1
865,8625,"Tricyclo[4.4.0.02,7]decane, 1-methyl-3-methylene-8-(1-methylethyl)-, (1R,2S,6S,7S,8S)-rel-",C=C1CCC2C3C1C2(C)CCC3C(C)C
157,1480,"β-Farnesene, trans-β-Farnesene",C(=C\CCC(=C)C=C)(/CCC=C(C)C)\C
583,5791,"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,8a-octahydro-α,α,4a,8-tetramethyl-, (2S,4aR,8aS)-",OC(C)(C)C1CCC2(C)CCC=C(C)C2C1
441,2960,germacrene B,C(=C1CC/C(=C/CC/C(=C\C1)/C)/C)(C)C
267,2014,tri-O-methylmoschatoline,O=C2C1=CC=CC=C1C3=C(OC)C(OC)=C(OC)C4=CC=NC2=C34
468,3278,nerolidol,C(=C(CCC=C(C)C)C)CCC(C=C)(C)O
97,1087,Raputimonoindole B,O=C(C1=COC(C3=CC=C2NC=CC2=C3)=C1)OC
612,6124,"1H-Benzocycloheptene, 2,4a,5,6,7,8-hexahydro-3,5,5,9-tetramethyl-, (4aR)-",C1=C(C)CCC2=C(C)CCCC(C)(C)C12
518,4857,Neosergeolide,C(=O)(OC)[C@@]12[C@H]3C4(C([C@@]5(C)C6=CC(=O)OC6=C[C@@H](C)[C@@H]5C[C@H]4OC(=O)[C@@H]3OC(=O)C)[C@@H](O)[C@@H]2O)CO1
388,2479,"(2R,3S)-6-O-Allyl-5-methoxy-2-(3-methoxy-4,5-methylenedioxyphenyl)-3-methyl-2,3-dihydrobenzofuran",C[C@@H]1[C@@H](Oc2c1cc(c(c2)OCC=C)OC)c1cc2c(c(c1)OC)OCO2
751,7314,"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aR,4aR,7S,7aR,7bR)-",OC1(C)CCC2C(=C)CCC3C(C21)C3(C)C
100,1095,Gedunin,C[C@]12[C@]34[C@](C)([C@@H](OC(=O)[C@H]3O4)c3ccoc3)CC[C@@H]1[C@]1(C)[C@@H](C[C@H]2OC(=O)C)C(C)(C)C(=O)C=C1
303,2087,Physcion,COC3=CC(O)=C2C(C1=C(C(C2=C3)=O)C=C(C)C=C1O)=O
268,2015,"(7S,8R,1S,2S,3R)-1,2,3,4-Tetrahydro-4-oxo - 7.3.8.1-neolignan",O=C1[C@@H](OC)C[C@@](CC=C)4[C@H](C)[C@@H]([C@]2=CC=C(OCO3)C3=C2)[C@]([C@@]([H])4OC(C)=C)1OC
